A4,A5
4,Making new friends and getting a degree
4,To be equipped with skills necessary for the workforce
5,Secure a job
4,get a degree  live overseas  made loads of foreign and local connections
4,- Get a degree with honours  - Improve myself with skills needed for the workplace
4,
4,"Gain life skills such as learning to interact, network, be independent in my work"
5,Represent Ntu in rugby and get a reasonable honours
5,Getting quality undergraduate studies that are attractive to potential students. That includes having professors who are real professionals in their own field teaching higher-level modules - modules that include real-life knowledge and not just entirely research or textbook-based.
4,complete degree
4,Graduating and getting my degree.
4,- Make great friends  - Get a good job through the programme here
5,"Gain deeper understanding of my course major, get to know more friends and enjoy an excellent campus experience!"
3,
5,Obtain a good oversea experience
5,Balanced school-work-social life  Learning new things that can be applied to real life outside of school
4,To be well equipped with relevant skills prior to joining the workforce
4,
4,
4,Learning different programmes across different majors.
4,
4,"Broaden my knowledge of the world, meet people who have different passions from mine and get a degree in a subject I had initial interest in."
4,Learn and get a recognized degree.
4,
5,
4,-education  -leadership experience  -friendship
4,Get a good job  Learn beyond what i'm comfortable with  Network
4,
4,Pursue interest in photography  Widen knowledge  Networking with like-minded people  Get a degree
4,My degree
4,Get a degree in Visual Communications that equips me with the knowledge and skills required for a career in the creative industry.
4,To acquire skills and knowledge which can prep me for the workforce and tackle possible unforeseen circumstances.
3,
4,"- Enriching, challenging and holistic learning experience   - Graduate with a first class honours  - Establish and sustain friendships that will last beyond my graduation  - Pursue graduate education with opportunities offered by NTU"
4,"- To challenge my thinking and understanding about film theories, the representation of race, class, gender on texts (cinema, literature, media)  - To learn practical hands-on skills in journalism and film production, particularly in documentary film production   - To build a network of trustworthy friends and lecturers who challenge my thinking and spur me on to refine my practical and theoretical knowledge in the field of film studies, journalism and documentary film production   - To graduate well and prepare myself for the working world!"
4,Learn new things and meet new friends.
4,To build a network of friends. To have a lot of exposure in the field I'm studying.
4,Enriching learning experience  Usable knowledge in the real world
4,
4,Get a degree
3,Degree
5,"vibrant campus life, overseas exchange exposure, good education"
4,"Get my degree, meet new people, make new friends"
4,"To experience life as a university student, to get a good qualification, and to learn relevant skills and knowledge for the industry"
4,To expand my knowledge in more areas and gain useful experience.
4,
4,to achieve academic excellence and know more friends.
4,
4,"Complete my education, join a CCA, learn Korean"
4,"Looking forward that History Major will have a more well planned course outline for the respective courses. It is good to have unique and out of the norm curriculum, but it has to be properly planned otherwise it would be confusing for the students attending the course. That could affect their grades when the Prof remains unclear with what they want to do with the course."
5,"To be given the freedom to think creatively without being restricted in the areas of thought I can explore. To have the opportunity to enjoy life on campus, and participate in events, games or the organising of activities with my peers."
4,Get a wholesome experience in terms of academics and CCA
4,"Independent,"
4,Communication skills  To prepare me for the real world
